column,latitude,longitude
Egyptian,34.458783859835165,-118.56235032808466
Egyptian,34.36425937880469,-118.56640059631681
Egyptian,34.35453019942645,-118.57367030511024
Egyptian,34.39430414987916,-118.67865848920651
Egyptian,34.38735553483271,-118.67423356179822
Egyptian,34.32691120294385,-118.55147103483083
Egyptian,34.33016948498784,-118.5435837001471
Egyptian,34.35334481302808,-118.61212343402107
Egyptian,34.336970478130695,-118.5680711354438
Egyptian,34.341448141789265,-118.61091913031704
Egyptian,34.356941224667764,-118.55475084875683
Egyptian,34.34376643218829,-118.59434343622284
Egyptian,34.40301807535517,-118.5557576111085
Egyptian,37.895098259147574,-122.5169282366202
Egyptian,37.568422826094015,-119.60104254416464
Egyptian,37.68325717766711,-119.6445931220243
Egyptian,33.89904133101273,-117.73927537585924
Egyptian,33.85762137370522,-117.77997314085177
Egyptian,33.86963573704074,-117.746085282668
Egyptian,33.86815593591709,-117.75951372972321
Egyptian,33.61406629541683,-117.69281157415489
Egyptian,33.610049524947016,-117.68046370526474
Egyptian,33.57032616910593,-117.65684240534056
Egyptian,33.566579798852864,-117.65428164163737
Egyptian,33.58668519960301,-117.5994475784456
Egyptian,33.65584063434207,-117.64598578995205
Egyptian,33.655092841978764,-117.63094275999308
Egyptian,33.6513503863347,-117.58558296745903
Egyptian,33.652676318611675,-117.58489813559581
Egyptian,33.557812246243124,-117.63837646698603
Egyptian,33.711026668636144,-117.74048082436491
Egyptian,33.70294271699147,-117.74063741016941
Egyptian,33.702135646445754,-117.7387125717065
Egyptian,33.70088447219892,-117.7339707831988
Egyptian,33.69164771599895,-117.75280343379008
Egyptian,33.69830233223428,-117.737963740543
Egyptian,33.69932795788581,-117.74514508699313
Egyptian,33.699703755568805,-117.74353161090929
Egyptian,33.6908177210451,-117.74463688764031
Egyptian,33.76251654827068,-117.7464281061117
Egyptian,33.76907642548535,-117.73834225793739
Egyptian,33.66494801245268,-117.71246485886888
Egyptian,33.67426309950819,-117.88403658372081
Egyptian,33.65073433851579,-117.8471502348879
Egyptian,33.53847986331494,-117.7695678729975
Egyptian,33.543690707185235,-117.76423611887692
Egyptian,33.64381700562785,-117.74670453001107
Egyptian,33.66254531056234,-117.88048797500312
Egyptian,33.65286546570493,-117.90509388250152
Egyptian,33.65086630188013,-117.89996174213591
Egyptian,33.65169813694431,-117.90526179182339
Egyptian,33.66182528681054,-117.93299329432158
Egyptian,33.765892226294824,-117.81662281150543
Egyptian,33.82516172723623,-117.82301906673986
Egyptian,33.82229794753365,-117.83836560609637
Egyptian,33.822197343851464,-117.83758372516704
Egyptian,33.82037549692426,-117.83849017217405
Egyptian,33.816679525782675,-117.84698370387412
Egyptian,33.82867378803768,-117.84366289394839
Egyptian,33.83023229600948,-117.90699685718573
Egyptian,33.79238837545715,-117.99977158356492
Egyptian,33.788633002322456,-118.001410932763
Egyptian,33.779669352330174,-118.0096591254011
Egyptian,33.68373607869838,-117.97887844076398
Egyptian,33.709682984298,-117.96294475796006
Egyptian,33.71302790584208,-117.95116833819021
Egyptian,33.70989147521247,-117.94956757285881
Egyptian,33.68140773554746,-118.00453278778708
Egyptian,33.66570529109754,-118.00016337761521
Egyptian,33.67854400534834,-117.99797546554137
Egyptian,33.66965689706452,-118.01174700346763
Egyptian,33.72917056631766,-118.01812166222454
Egyptian,33.72463018518663,-118.03462535602422
Egyptian,33.77334355967088,-118.00574306600159
Egyptian,33.77252277380324,-118.00349920109942
Egyptian,33.76079501413354,-118.04197789713793
Egyptian,33.77514161797763,-118.03359448813208
Egyptian,33.77953660097738,-118.0283421004835
Egyptian,33.77893727567041,-118.0305730090286
Egyptian,33.79378762426816,-118.07883347381886
Egyptian,33.79828145919563,-118.0826288750527
Egyptian,33.79426600673463,-118.07957212316602
Egyptian,33.794107062101276,-118.07285358826465
Egyptian,33.80034128424942,-118.0771824108386
Egyptian,33.80168288522527,-118.07800255929298
Egyptian,33.8014925503582,-118.0786379532191
Egyptian,33.79875794417364,-118.07744683351129
Egyptian,33.80085115076408,-118.07729875795454
Egyptian,33.79944273706145,-118.0808879724496
Egyptian,33.79931256709734,-118.07964152356574
Egyptian,33.802938891770516,-118.08283015463596
Egyptian,33.78495868062187,-118.08383246673242
Egyptian,33.77817669086102,-118.07921268441606
Egyptian,33.8396395133129,-118.0186622450189
Egyptian,38.72242162768495,-121.20900559993258
Egyptian,33.87176833326204,-117.58888853365994
Egyptian,33.865532797175184,-117.5967772025789
Egyptian,33.890901364135566,-117.3266367107537
Egyptian,33.966671618801975,-117.24261861427051
Egyptian,33.967375483935534,-117.24175440724301
Egyptian,33.96709712643859,-117.23601042472527
Egyptian,33.928325765609166,-117.18162530586778
Egyptian,33.69592744303869,-117.14985699365046
Egyptian,33.68544145660914,-117.29996377569172
Egyptian,33.46926255524813,-117.13287440634831
Egyptian,38.567576871812875,-121.47662707357019
Egyptian,38.550095681881864,-121.46183104255039
Egyptian,38.569711021980616,-121.40525591385966
Egyptian,38.566448578188776,-121.40838384457187
Egyptian,38.56874508402639,-121.39140266126311
Egyptian,38.56982929020522,-121.38471946307361
Egyptian,38.571636926147086,-121.39875469840615
Egyptian,38.573409531133635,-121.38844750535988
Egyptian,38.57276228483974,-121.39671761057504
Egyptian,38.57371680701016,-121.37511226446907
Egyptian,38.57465873000239,-121.37581080300014
Egyptian,38.57364410128063,-121.38616316451338
Egyptian,38.571760465004324,-121.38357137001331
Egyptian,38.573071588834296,-121.40765786735926
Egyptian,38.564119627109704,-121.40833108599439
Egyptian,38.572547738145104,-121.39890177683029
Egyptian,38.56609120814941,-121.38879361082344
Egyptian,38.56684222932561,-121.39803042151725
